,num,summary
0,233.txt,"Portsmouth chairman Milan Mandaric said he was ""disappointed"" by the news and claimed Redknapp had been in talks with Southampton for ""some time"".
Southampton chairman Rupert Lowe was desperate to give former academy director Wigley, who replaced Paul Sturrock just two games into the season, every chance to succeed at St Mary's."
0,234.txt,"Liverpool fans claimed the trouble was sparked by chants about the Hillsborough disaster, where 96 supporters were crushed to death in April 1989.
Liverpool have been charged with one breach for failing to prevent their fans conducting themselves in threatening and/or violent and/or provocative behaviour."
0,235.txt,"Arsene Wenger has stepped up his feud with Sir Alex Ferguson by claiming the Manchester United manager is guilty of bringing football into disrepute.
The pair's long-running row was put back in the headlines on Saturday when Ferguson said his Arsenal counterpart was ""a disgrace"".
Wenger initially refused to bite back, saying only: ""I will never answer any questions any more about this man."" But now he claims Ferguson should be punished by the Football Association.
The latest twist in the Ferguson-Wenger saga came on Saturday when the United boss, in an interview with The Independent newspaper, discussed the events after the game between the two sides in October.
""In the tunnel Wenger was criticising my players, calling them cheats, so I told him to leave them alone and behave himself,"" Ferguson said on Saturday.
""He ran at me with hands raised saying 'what do you want to do about it?' ""To not apologise for the behaviour of the players to another manager is unthinkable.
Those allegations were put to Wenger after Saturday's game at Bolton, which Arsenal lost to slip 10 points behind Chelsea in the title race.
no matter what people say."" Reminded that Ferguson called him ""a disgrace"", Wenger added: ""I don't respond to anything.
During that stormy game in October, United striker Ruud van Nistelrooy caught Arsenal's Ashley Cole with one particularly strong tackle."
0,236.txt,"The Reds beat Olympiakos 3-1 with a late Steven Gerrard strike and Benitez said: ""It was a really great night.
For Liverpool, this result is very, very important."" Benitez hailed Gerrard for his match-winning strike four minutes from time and also the Anfield crowd for sticking by their side after they had fallen a goal behind at the interval.
""I want to say thank-you to the supporters, they were magnificent to help us achieve this result."" Gerrard admitted he thought they were going out of the Champions League after trailing 1-0 at half-time."
0,237.txt,"The favourites are Chelsea and Barcelona, and Real Madrid, the two Milan sides, Juventus and Bayern Munich are among the 16 still in the hat.
Barcelona, Bayern Munich, Porto, Real Madrid, Werder Bremen
Barcelona, Bayern Munich, PSV Eindhoven, Real Madrid, Werder Bremen."
0,238.txt,"Manchester United manager Sir Alex Ferguson said he has no regrets after his second-string side lost 3-0 away at Fenerbahce in the Champions League.
Ferguson said: ""The good thing about being manager is that you are in control of which team to pick.
They will remember it and next time they come they will be better."" Ferguson admitted his side were well-beaten by the Turks, a result which meant they finished second in Group D behind Lyon."
0,239.txt,David Beckham expressed his relief at Real Madrid's passage to the Champions League knockout phase.
0,240.txt,"Exeter had chances of their own, Sean Devine twice volleying wide and Andrew Taylor forcing Tim Howard to save.
Scholes played a lovely pass in to Ronaldo on the left-hand side of the six-yard box and the Portuguese winger slid the ball between the legs of Jones to open the scoring.
United sensed a chance to finish the tie as a contest early on and Ronaldo blazed over before Jones saved well from Scholes and then Rooney.
In stoppage time Exeter created their best chance as Alex Jeannin swung in a cross from the left that Devine managed to flick goalwards, but the ball flew wide of Howard's goal.
Moments later Devine had the chance to make himself a hero, but he could only volley Jeannin's brilliant cross wide of Howard's goal after being left unmarked six yards out."
0,241.txt,"Hamm, 32, who officially retired after this year's Athens Olympics, took to the field for the last time to help the US claim a 5-0 win over Mexico.
Hamm will now embark on a new life with husband, Chicago Cubs shortstop Nomar Garciaparra, who was in the stands to watch her final game."
0,242.txt,"Arsenal boss Arsene Wenger says he has no plans to sign a new goalkeeper during the January transfer window.
Wenger has brought in Manuel Almunia for the last three games for the out-of-form Jens Lehmann - but the Spaniard himself has been prone to mistakes."
0,243.txt,"Liverpool chief executive Rick Parry insists the club will never sell Steven Gerrard amid reports Chelsea will renew their bid to lure him from Anfield.
Reds manager Rafael Benitez believes Gerrard can win everything he wants to without moving clubs.
""Steven can win all he wants with us and we need him.
""But if we want to win more games, important games, we need Steven in the team."
0,244.txt,"Joint assistant boss Stuart Pearce has admitted he would like to succeed Kevin Keegan as manager at Manchester City.
""I will certainly be applying for it, although whether the board deem me good enough to take it, I do not know."" Pearce initially joined City as a player under Keegan in 2001 before becoming part of the coaching staff."
0,245.txt,"Spectators were evacuated from Real Madrid's Bernabeu stadium on Sunday following a bomb scare during the game between the hosts and Real Sociedad.
The Bernabeu was targeted by ETA on 1 May, 2002, when Madrid were about to play FC Barcelona in a Champions League semi-final."
0,246.txt,"Thierry Henry produced a sublime strike to put Arsenal ahead but John Terry levelled with a powerful header.
Henry's quickly-taken free-kick put Arsenal back in front but Eidur Gudjohnsen equalised with a header from William Gallas' knockback.
Gunners keeper Manuel Almunia, who got the nod ahead of Jens Lehmann, did well to save a well-struck Frank Lampard shot.
Almost immediately, Henry went close and Chelsea gathered the loose ball before going straight up the other end where Gudjohnsen fluffed an effort.
Almunia, Lauren, Toure, Campbell, Cole, Pires, Flamini, Fabregas, Reyes (Clichy 82), Bergkamp (Van Persie 82), Henry.
Cech, Paulo Ferreira, Ricardo Carvalho (Drogba 45), Terry, Gallas, Duff, Tiago (Bridge 45), Makelele, Lampard, Robben, Gudjohnsen (Parker 77)."
0,247.txt,"Real Sociedad president Jose Luis Astiazaran said: ""We thought the best thing was to play the time remaining.""
The two clubs met the Spanish FA on Monday and Astiazaran added: ""We thought about giving the game as concluded but after talking with the FA we decided there was no precedent for that and the best thing was to play the time that was remaining."" Real Madrid director of sport Emilio Butragueno praised the spectators inside the ground for their conduct."
0,248.txt,"Referee Graham Poll said he applied the laws of the game in allowing Arsenal striker Thierry Henry's free-kick in Sunday's 2-2 draw with Chelsea.
Keeper Petr Cech was organising his defensive wall when Henry's quick free-kick flew in, which angered Chelsea.
Henry told BBC Radio Five Live: ""The ref asked me if I wanted 10 yards or if I wanted to take it straight away and I said that I wanted to take it straight away.
""Referees have been told to ask the player 'do you want to take the quick free-kick?' or 'do you want me to get the wall back 9.15 metres?' ""If they say 'quick', the referee tends to move away and allow the kick."" Don was head of the referees for the Premier League and revealed all clubs were informed of free-kick options."
0,249.txt,Manchester United striker Ole Gunnar Solskjaer said he hoped to return next season following a career-threatening injury to his right knee.
0,250.txt,"He was once threatened with the sack by City boss Kevin Keegan but has since responded with impressive performances, prompting interest from other clubs.
""I definitely want to stay at City because I have really improved as a player here."" Newcastle boss Graeme Souness is said to have been impressed enough by Dunne's turnaround in form to be ready to make a bid for the big stopper in the January transfer window."
0,251.txt,"Ken Bates has completed his takeover of Leeds United.
For the past year it has been a matter of firefighting - now we can start running the club again."" Outgoing Leeds chairman Gerald Krasner said: ""This deal ensures the medium to long term survival of the club and I believe Mr Bates' proposals are totally for the benefit of the club.
""When we took over Leeds United in March 2004, the club had a debt of Â£103m, since that date, my board has succeeded in reducing the debt to under Â£25m.
On Leeds' new-look board it is understood that Lorimer will be joined by former Chelsea finance director Yvonne Todd and Bates' lawyer Mark Taylor.
I am not stretching figures, we don't discuss internal arrangements."" Bates stepped down as Chelsea chairman in March last year following Roman Abramovich's Â£140m takeover at Stamford Bridge."
0,252.txt,"""In fairness, it's a fantastic strike from the Fulham player."" The result leaves Ferguson's side fourth in the league on 31 points - four points behind Arsenal and a further five back from Chelsea."
0,253.txt,"Celtic's Henri Camara and Nacho Novo of Rangers have both been suspended for offences missed by the referee in a recent Old Firm game.
The additional bans come into effect from 28 December meaning Camara will also be unavailable for the home game against Livingston while Novo will miss the meetings with Dundee United and Dunfermline.
An SFA spokesman said: ""They have seven days to appeal but with matches coming along at the weekend they would need to do so before Friday."
0,254.txt,"But Wardle added: ""There's been no bids for Nicolas Anelka.
No-one has come to me and said I would like to buy Nicolas Anelka.
""If a bid comes in for Nicolas Anelka I will speak to the board and then speak to Kevin Keegan.
""He was an academy kid here, he's just signed a new four-year deal, I don't think he'd do that unless he wanted to play for Manchester City Football Club."" City recently announced debts of Â£62m, but Wardle confirmed they would try and find funds to bring in players in the January transfer window."
0,255.txt,"""In fairness, it's a fantastic strike from the Fulham player."" The result leaves Ferguson's side fourth in the league on 31 points - four points behind Arsenal and a further five back from Chelsea."
0,256.txt,"Everton defender David Weir has played down talk of European football, despite his team lying in second place in the Premiership after beating Liverpool."
0,257.txt,"Spain's Football Federation has initiated disciplinary action against national coach Luis Aragones over racist comments about Thierry Henry.
Aragones insisted the comments, made to Henry's Arsenal club-mate Jose Antonio Reyes, were meant to motivate the player, and were not intended to be offensive."
0,258.txt,"Spain's Football Federation has initiated disciplinary action against national coach Luis Aragones over racist comments about Thierry Henry.
Aragones insisted the comments, made to Henry's Arsenal club-mate Jose Antonio Reyes, were meant to motivate the player, and were not intended to be offensive."
0,259.txt,"Liverpool manager Rafael Benitez has refused to point the finger of blame at goalkeeper Jerzy Dudek after Portsmouth claimed a draw at Anfield.
Benitez said: ""It was difficult for Jerzy."
0,260.txt,"Newcastle have fined their Welsh striker Craig Bellamy two weeks' wages - about Â£80,000 - following his row with manager Graeme Souness.
""No individual is, be it the chairman, the manager or a player."" Souness dropped Bellamy for Sunday's game against Arsenal, claiming the Welshman had feigned injury after being asked to play out of position.
Bellamy's claim that Souness had lied about the background to the bust-up was strongly denied by Shepherd, who accused the striker of ""cheating"" the club.
""At that meeting Bellamy admitted to Graeme and I that he had told the players that he was going to ""fake"" an injury in training and walk off.
""In my book this is cheating on the club, the supporters, the manager and his own team-mates."
0,261.txt,Steve McClaren wants his Middlesbrough team to win their Uefa Cup group by beating Partizan Belgrade.
0,262.txt,"""He is a left-sided player, a position we have been looking at and he showed so much talent in his time here that we decided to take him."
0,263.txt,"McLeish told BBC Radio Five Live: ""We were in pole position to get through to the next stage but we blew it, we absolutely blew it.
""I'm very disappointed because we didn't give ourselves a chance, losing the first goal from our own corner."
0,264.txt,"Aston Villa boss David O'Leary signed a three-and-a-half year contract extension on Thursday, securing his future at the club until summer 2008.
O'Leary's future was in question, but Villa chairman Doug Ellis said he was happy to secure the deal.
""It was important to me Roy and Steve, an integral part of my team, should stay for the same time,"" O'Leary said on Thursday ahead of signing his new deal."
0,265.txt,"Jesper Gronkjaer has agreed a move to Atletico Madrid from Birmingham City.
Gronkjaer has been targeted by Blues fans and was sarcastically applauded when taken off against Everton last month."
0,266.txt,"I'm under contract to Real and they will make any decisions."" The fee could put Liverpool off a prospective deal but Real are keen to net the cash as they are reported to be preparing a massive summer bid for Inter Milan striker Adriano."
0,267.txt,"Hearts manager John Robertson hopes a place in the knock-out stages of the Uefa Cup could help keep some of his out-of-contract players at the club.
""It's very much the player's prerogative but the fact that we've been playing European football for the last three or four years is obviously an incentive,"" added Robertson.
""But we want players who want to play for the football club, who are committed and a run in Europe always helps a little bit."" With the game being played at Murrayfield instead of Tynecastle because of Uefa regulations, Robertson sees both positive and negative aspects to the change of venue."
0,268.txt,"But a delightful touch by Robin van Persie gave Henry a sight of goal, although the angle was too tight for his shot to trouble Jamie Ashdown.
Ashdown caused hearts to flutter on 28 minutes when he missed his punch at a corner and Kolo Toure headed just wide and, as Arsenal began to press, Van Persie blasted over a good opportunity after Henry had set him up.
Henry took a quick return pass from Vieira but Ashdown was out quickly to block, and there were some anxious seconds for Pompey as the ball ran loose before Matthew Taylor cleared.
Referee Howard Webb played a good advantage to allow Steve Stone to send Gary O'Neil away but, having shrugged off Toure, the Pompey midfielder planted his shot wide from 10 yards.
Fuller was given the best chance of the match so far on 48 minutes when Patrik Berger's break and slipped pass played him clear.
Almunia, Lauren, Toure, Campbell, Cole, Pires, Flamini, Vieira, Clichy, Van Persie (Bergkamp 68), Henry."
0,269.txt,"Patrick Kluivert's close-range finish put Newcastle ahead after 31 minutes, but they were pegged back as Bramble headed in Steven Gerrard's corner.
Neil Mellor gave Liverpool the lead before half-time from Milan Baros' pass before the Czech added a third after rounding Shay Given on the hour.
And Liverpool were ahead after 37 minutes when Baros slid a perfect pass into Mellor's path for the youngster to slip a slide-rule finish into Given's bottom corner.
Any hopes of a Newcastle recovery looked to be snuffed out on the hour when a brilliant turn and pass by Harry Kewell set Baros free and he rounded Given to score.
Given, Andrew O'Brien, Elliott, Bramble, Bernard, Bowyer, Dyer (Ambrose 80), Jenas, Milner (N'Zogbia 72), Kluivert (Robert 58), Ameobi."
0,270.txt,"The Scot was Pompey chairman Milan Mandaric's first choice to replace Harry Redknapp, who left Fratton Park for rivals Saints earlier in December.
""There's lots to do but it's not right for somebody who has just been the Southampton manager."" Since Redknapp's departure, executive director Velimir Zajec and coach Joe Jordan have overseen first-team affairs."
0,271.txt,Fifa president Sepp Blatter hopes Arsenal's Thierry Henry will be named World Player of the Year on Monday.
0,272.txt,"Newcastle have joined the race to sign Real Madrid striker Fernando Morientes and scupper Liverpool's bid to snap up the player, according to reports.
But the Liverpool Echo newspaper has said Anfield boss Rafa Benitez will avoid a bidding war and instead turn his attentions to Nicolas Anelka.
But Benitez could yet turn his attentions to the younger Anelka should Morientes be reluctant to pledge his future to Liverpool."
0,273.txt,"Birmingham have confirmed Blackburn made a bid for Robbie Savage - but managing director Karen Brady has called it ""derisory"".
But he's not for sale."" Savage's future at Birmingham has been the source of speculation for several weeks, with some fans criticising his performances for the club earlier in the season.
It's not up to me."" Birmingham manager Steve Bruce insists he does not want to sell Savage."
0,274.txt,"""As club captain all I want to do is help us get back up the table and into the Champions League again."" Gerrard looked set to move to Chelsea during the summer and speculation of a switch to Stamford Bridge has again arisen, with the January transfer window approaching.
Liverpool boss Rafael Benitez has insisted that Gerrard has promised him he wants to stay at Anfield.
""I really think he wants to stay so now what we must do is make the squad stronger for him."" Meanwhile, Gerrard has urged the Anfield board to sign Real Madrid striker Fernando Morientes in the January transfer window."
0,275.txt,"Real Madrid midfielder David Beckham has no plans to become a manager when his playing career is over.
""I would really like to win La Liga with Real Madrid - I have been here two years and we still have not done it."" In a wide-ranging interview, Beckham also revealed that his sending-off against Argentina - and the resulting media storm - had been the most significant moment in his career."
0,276.txt,"Mexican outfit Red Sharks Veracruz hope to sign Juninho if the Brazilian decides to leave Celtic frustrated at his lack of first-team action.
He is not a little kid."" Hassell warns that Juninho could reconsider his future at Celtic unless he is given a run of games by the end of the January transfer window.
He deserves much more respect."" Sanchez is bullish about his hopes of prising Juninho from the Scottish champions, although Hassell believes Mexico would not be his preferred destination."
0,277.txt,"""I can't say I was overly pleased at the fixture being played just after Christmas,"" said O'Neill.
""I have said this before, but Bulgaria are the one nation who seem to organise a lot of friendly games."""
0,278.txt,"Arjen Robben curled in a late deflected left-footed shot from the right side of Pompey's box to break the home side's brave resistance.
Striker Didier Drogba snapped in an angled shot to force home keeper Shaka Hislop into a smart save while an unmarked Frank Lampard had a strike blocked by Arjan De Zeeuw.
But, just like against Arsenal, Portsmouth let in a late goal when Robben's shot took a deflection off Matthew Taylor on its way past a wrong-footed Hislop.
Cech, Paulo Ferreira, Gallas, Terry, Johnson, Duff, Makelele, Smertin (Cole 73), Lampard, Robben (Geremi 81), Drogba (Gudjohnsen 58)."
0,279.txt,Newcastle manager Graeme Souness is closing in on signing Chelsea defender Celestine Babayaro when the transfer window reopens.
0,280.txt,"Arsenal will play the Magpies a day after Chelsea beat Portsmouth during a busy festive programme.
Chelsea boss Jose Mourinho admitted his side were ""lucky"" to win at Fratton Park but is still unhappy with the amount of games in such a short space of time during this time of year."
0,281.txt,"And Wenger said: ""At the beginning of the season you would expect them to be fighting for the top four.
And Wenger added: ""The best way to prepare for a game is to win the previous one.
""We do not play a season with 11 players and I believe that all of our squad deserve a chance in the team."" Striker Thierry Henry, along with Robert Pires, scored against Fulham."
0,282.txt,"""I look at that fixture and think we've been there and won, while Arsenal and Chelsea have yet to come and Villa may have some players back when they do."" Ferguson also hailed senior stars Ryan Giggs and Roy Keane, who came off the bench for the injured John O'Shea."
0,283.txt,"Spurs boss Martin Jol said his team were ""robbed"" at Manchester United after Pedro Mendes' shot clearly crossed the line but was not given.
""It's not every game you score from the halfway line."" Manchester United manager Sir Alex Ferguson sympathised with Tottenham and said the incident highlighted the need for video technology.
""But I read an article the other day which suggested that if a referee can't make up his mind after 30 seconds of watching a video replay then the game should carry on.
""It's a great example of where the referee could have asked to see a replay and would have seen in five seconds that it was a goal."""
0,284.txt,"Fly-half Charlie Hodgson admitted his wayward kicking played a big part in England's 18-17 defeat to France.
Hodgson failed to convert three penalties and also missed a relatively easy drop goal attempt which would have given England a late win.
England went in at half-time with a 17-6 lead but they failed to score in the second half and Dimitri Yachvili slotted over four penalties as France overhauled the deficit.
England skipper Jason Robinson admitted his side failed to cope with France's improved second-half display."
0,285.txt,"England tight-head prop Phil Vickery has been ruled out of the rest of the 2005 RBS Six Nations after breaking a bone in his right forearm.
And the Gloucester prop was only recalled after Leicester tight-head Julian White suffered a neck injury which has already seen him ruled out of the Ireland game.
Bath prop Matt Stevens is the only remaining tight-head in England's training squad and could be involved against Ireland."
0,286.txt,"France scrum-half Dimitri Yachvili praised his team after they fought back to beat England 18-17 in the Six Nations clash at Twickenham.
Yachvili kicked all of France's points as they staged a second-half revival.
We were just defending in the first half and we said we had to put them under pressure."
0,287.txt,"Other changes see Julien Laharrague win his first cap at full-back, Aurelien Rougerie return after injury on the wing and Yannick Jauzion in at centre.
""We are launching him into the great international level,"" said team manager Jo Maso.
""The return of Jauzion is going to be a plus for us,"" said Laporte."
0,288.txt,"The Wasps wing insisted he grounded the ball when he was bundled over the line and said referee Jonathan Kaplan had made a wrong decision.
The whistle went and I let go of the ball."" Lewsey added: ""One of the Irish players scooped it back after the whistle and to our surprise the referee then gave a turnover."
0,289.txt,"England coach Andy Robinson insisted he was ""livid"" after his side were denied two tries in Sunday's 19-13 Six Nations loss to Ireland in Dublin.
Kaplan then declined the chance to consult the fourth official when Josh Lewsey took the ball over the Irish line under a pile of bodies for what could have been the game-winning try.
""I think Mark Cueto scored a perfectly legal try and I think he should have gone to the video referee on Josh Lewsey,"" said Robinson.
They defended magnificently and they've got every chance of winning this Six Nations."" England have lost their first three matches in this year's Six Nations and four out of their six games since Robinson took over from Sir Clive Woodward in September."
0,290.txt,"All round it was fantastic."" Ireland captain Brian O'Driscoll, who scored his side's only try, said: ""We are delighted, we felt if we performed well then we would win but with England also having played very well it makes it all the sweeter.
Ireland coach Eddie O'Sullivan was surprised that England coach Andy Robinson said he was certain Mark Cueto was onside for a disallowed try just before the break.
""What I do know is that England played well and when that happens it makes a very good victory for us.
""I think our try was very well worked, it was a gem, as good a try as we have scored for a while."" O'Sullivan also rejected Robinson's contention England dominated the forward play."
0,291.txt,"Bennett told BBC Sport: ""Such is the spirit in the camp, they'll put Kevin Morgan at 15, Rhys Williams at wing and just carry on."" Thomas will miss the match against Scotland on 13 March, and what promises to be a huge encounter against the Irish six days later.
He's a great captain, he leads from the front and the boys love him."" Thomas was replaced at half-time by Williams as his side turned around a 15-6 deficit in Paris.
Bennett, an inspirational fly-half for Llanelli and Wales in the 1970s, insisted the national team were entering a new golden period."
0,292.txt,"""After going two tries down in 12 minutes we had to show character,"" said the national team coach.
Two years ago we didn't win a single game in the Six Nations.
We've got hard matches to come, so we're just happy with the start."" Double try scorer Martyn Williams was keen not to talk about a possible Grand Slam for Wales."
0,293.txt,"Newcastle centre Mathew Tait answered his critics as he scored one try and made another, but he could not stop Gloucester grabbing a draw.
Mayerhofler then scythed through the middle for a try after Hall Charlton popped the ball up, and Walder's conversion took Newcastle 27-22 ahead.
Henry missed the conversion but Gloucester nearly won it when Kiole broke through only to be hauled down by Charlton and Tom May."
0,294.txt,"Tom Voyce powered through the Irish defence for Wasps' second try before Richard Birkett went over unchallenged.
Replacements: Everitt for Mapletoft (53), Hodgson for Edwards (77), Wheatley for Hatley (71), Paice for van der Walt (60), Strudwick for Kennedy (60), Danaher for Gustard (66), Reid for Murphy (47)
Van Gisbergen; Voyce, Erinle, Hoadley, Roberts; King, Richards; Payne, Greening, Dowd; Shaw, Purdy; Hart, Rees, Dallaglio.
Replacements: Priscott for Roberts (71), Green for Dowd (71), Skivington for Shaw (71), Birkett for Hart (57), Gotting for Rees (39)."
0,295.txt,"Euan Murray has been named in the Scotland training squad after an eight-week ban, ahead of Saturday's Six Nations match with Ireland."
0,296.txt,"""We will go to Twickenham with a little fear and it'll give us a boost,"" said the French coach."
0,297.txt,Wales hooker Mefin Davies is likely to stay with English side Gloucester despite reported interest from the Neath-Swansea Ospreys.
0,298.txt,"The referee from Saturday's France v Scotland Six Nations match has defended the officials' handling of the game after criticism by Matt Williams.
But Nigel Williams said: ""I'm satisfied the game was handled correctly."" Meanwhile, Matt Williams will not be punished by the Scottish Rugby Union for allegedly using bad language in his comments about the officials."
0,299.txt,"England coach Andy Robinson faces the first major test of his tenure as he tries to get back to winning ways after the Six Nations defeat by Wales.
Robinson is likely to make changes in the back row and centre after the 11-9 loss as he contemplates Sunday's set-to with France at Twickenham.
Olly Barkley immediately allowed England to generate better field position with his kicking game after replacing debutant Tait just before the hour.
The Bath fly-half-cum-centre is likely to start against France, with either Tait or Noon dropping out."
0,300.txt,"Bath prop Duncan Bell has been added to England's 30-man squad to face Ireland in the RBS Six Nations.
Robinson also has an injury worry over centre Olly Barkley, who withdrew from Bath's starting line-up to face Gloucester last weekend."
0,301.txt,"""We had our first attack in the Italian half after 22 minutes,"" said O'Sullivan.
""They had a lot of ball in the first half but we got a few scores when we got into their 22."""
0,302.txt,"Italy led 9-8 early in the second half but Stringer's try gave Ireland a lead they never lost.
The only Ireland player offering a real threat was O'Driscoll, and it was his break that set up the second try for the visitors.
An O'Gara penalty put Ireland more than a converted try ahead and they made the game safe when Hickie latched onto an inside pass from Murphy and crossed for a converted try.
Murphy, Horgan, O'Driscoll, D'Arcy, Hickie, O'Gara, Stringer, Corrigan, Byrne, Hayes, O'Kelly, O'Connell, S Easterby, Leamy, Foley."
0,303.txt,"Wales fly-half Stephen Jones admitted he was happy to hand Gavin Henson responsibility for taking the match-winning kick against England.
Jones had missed three earlier shots at goal when Wales, 9-8 down, were awarded a long-range penalty with four minutes left in Cardiff.
He had a superb game."" Jones was happy to hail Henson's heroic contribution to Wales' first win over England in Cardiff since 1993.
""Physically he's a specimen: he's a balanced player, he glides when he runs and obviously he's got a great kicking game as well,"" Jones said."
0,304.txt,"Wales centre Sonny Parker and number eight Ryan Jones will miss Saturday's game with Italy because of injury.
First-choice kicker Stephen Jones handed over responsibility because of Henson's greater kicking range, but the fly-half had already missed a number of shots at goal."
0,305.txt,"Italy coach John Kirwan has challenged his side to match the performance they produced in pushing Ireland close when they meet Wales on Saturday.
""Our goal is to match every side we face and against Ireland we showed we could do that,"" said Kirwan."
0,306.txt,"""Serge has a good case so we are confident he will play,"" said France coach Bernard Laporte.
The inexperienced Nicolas Mas, Jimmy Marlu and Jean-Philippe Grandclaude are also included in a 22-man squad."
0,307.txt,"Wales coach Mike Ruddock says England lock Danny Grewcock needs to review his actions after he kicked Dwayne Peel.
Trouble flared at a ruck in the first half of Wales' 11-9 win in Cardiff as Grewcock came recklessly over the top with his boot, leaving Peel bloodied.
""If the ball is at the back of the ruck and I feel I can step over and disrupt it then I will do that,"" said Grewcock."
0,308.txt,"He once showed a clean pair of heels to Mathew Tait when he got outside him, his defence was very good and he made some great kicks out of hand.
Wales fly-half Stephen Jones was another player who impressed me.
With Jonny Wilkinson not playing at the moment due to inury the number 10 shirt could be up for grabs and Jones, or maybe even Henson, could make the Lions team at fly-half.
Gordon D'Arcy was unlucky to go off injured early on but I think you could get a Henson, D'Arcy, O'Driscoll combination in the Lions midfield.
One player who didn't impress me was Wales scrum-half Dwayne Peel.
They had good possession and he kicked the ball away - I wouldn't want him as my Lions scrum-half after that."
0,309.txt,"It was very physical and fair play to the Italians they made us work very hard for our victory.
It was really hard work out there and the players have plenty of bumps and bruises to prove it.
It was great work by Brian and I always knew I had scored even though it went upstairs to the video referee.
That new ruck law made it a bit more difficult to get out of our own half.
So really we went back to playing a territory game and simplifying things and having more patience on the ball."
0,310.txt,"Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.
""Due to his impressive performances from the bench, Kevin was very much in the selection mix anyway, and the unfortunate injury to Hal gives him the chance to start,"" said Ruddock.
""Obviously, it's a 22-man game these days, and there is every chance that Jonathan will be making an impact from the bench."" Wales have beaten France on two of their last three visits to Paris, and another victory this time around would keep them firmly on course for a first Five or Six Nations title triumph since 1994."
0,311.txt,"Hugo Southwell's try gave the Scots an early 8-0 lead but scores from locks Malcolm O'Kelly and Paul O'Connell put the visitors in command by half-time.
A powerful charge from flanker Jason White was carried on by Ali Hogg and when Ireland conceded a penalty close to their own line, Scotland kicked it to touch.
If that was a paltry reward for their early pressure, Scotland got the try they deserved when Paterson's searing break and Andy Craig's pass sent Southwell streaking to the right corner.
Scotland suffered a further blow on the resumption when Ireland flanker Johnny O'Connor won another vital turnover, and O'Gara's basketball pass sent Hickie over in the left corner.
Peter Stringer and O'Kelly combined to put giant prop Hayes over in the right corner before replacement Gavin Duffy scorched away on the left, David Humphreys adding the final flourish with a touchline conversion."
0,312.txt,"Tries from Jonathan Thomas, Tom Shanklin and Martyn Williams gave the visitors a 19-5 half-time advantage.
Luciano Orquera did reply with one for Italy but second-half efforts from Brent Cockbain, Shane Williams and Robert Sidoli sealed victory.
Fly-half Stephen Jones added four conversions as Wales maintained their superb start to this year's tournament.
But a clever high kick from Henson almost brought a try for Hal Luscombe when Roland de Marigny and Ludovico Nitoglia made a hash of claiming it as the ball bounced into touch.
Wales regained control with a second try in the 21st minute, Henson lobbing up a high kick to the left corner where Shanklin jumped higher than Nitoglia to dot down his 15th Test try.
Henson sent Luscombe streaking away and when he off-loaded to Martyn Williams, the flanker showed his nous to ground the ball against the padding of the post, Jones adding the conversion."
0,313.txt,"Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.
The Leicester tight-head is in the form of his life, making the England number three shirt his own.
The 31-year-old has made a massive contribution to the England and Leicester cause of late and is arguably the form tight-head prop in the world.
""But my form is helped by the people I play with at Leicester - people like Martin Johnson and Graham Rowntree.
""I don't know how much experience a tight-head can give a centre but you are there to give them a pat on the back if things go wrong or to be there if they want to talk in any way,"" he added."
0,314.txt,"Italy led 9-8 early in the second half but Stringer's try gave Ireland a lead they never lost.
The hosts cut the gap to 18-12 with 10 minutes left and nearly scored through Ludovico Nitoglia, but Denis Hickie's try ensured an Irish victory.
The only Ireland player offering a real threat was O'Driscoll, and it was his break that set up the second try for the visitors.
Murphy, Horgan, O'Driscoll, D'Arcy, Hickie, O'Gara, Stringer, Corrigan, Byrne, Hayes, O'Kelly, O'Connell, S Easterby, Leamy, Foley."
0,315.txt,"England coach Andy Robinson, who names his team on Wednesday, has called up Bath prop Duncan Bell following Phil Vickery's broken arm.
Bell, who featured in the England A side which beat France 30-20 10 days ago, added: ""I recognise that I got into the England A squad because of injuries."
0,316.txt,"""Once we're in the Six Nations, the players will only be released in his and the WRU's best interests."" The Ospreys and Scarlets say they are happy to support the Wales cause, but the Dragons have expressed disappointment at not being able to use their national squad players in Friday's game with Ulster.
""I'm sure the guys would want to come back to get some game time,"" Forster told BBC Wales Sport."
0,317.txt,Munster's Heineken Cup quarter-final tie against Biarritz on 3 April has been switched to Real Sociedad's Paseo de Anoeta stadium in San Sebastian.
0,318.txt,"Defiant Matt Williams says he will not quit as Scotland coach even if his side slump to a new low with defeat by Italy at Murrayfield.
It is so absurd that it borders on the humorous."" Williams insists that he is revelling in the pressure, despite the possibility of a second Six Nations series without a victory."
0,319.txt,"Northampton coach Budge Pountney has been fined Â£2,000 and banned from match-day coaching for six weeks for calling a referee ""a disgrace""."
0,320.txt,"They also have a good record at the Stade de France, having won their first two games there, in 1999 and 2001.
Wales coach Mike Ruddock is determined that his team will not go into their shells after their promising start to the championship.
""Graham Henry (former Wales coach) said a couple of years ago that we should 'be bold' when going to France, and he was proved right,"" said Ruddock.
""Against Wales, which is different from the teams we have beaten, I hope we can show our proper game."""
